post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,_sku,parent_sku,parent,_children,_downloadable,_virtual,_stock,_regular_price,_sale_price,_weight,_length,_width,_height,_tax_class,_visibility,_stock_status,_backorders,_manage_stock,_tax_status,_upsell_ids,_crosssell_ids,_featured,_sale_price_dates_from,_sale_price_dates_to,_download_limit,_download_expiry,_product_url,_button_text,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_metakeywords,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:partdo_post_views_count,meta:total_sales,attribute,attribute_data,attribute_default
"6″ ALUMINUM ASTRO WHEEL, 3″ WIDE, WITH 5/8″ STANDARD BALL BEARING",6_aluminum_astro_wheel_3_wide_with_58_standard_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-astro-wheel-one-half-only-1-12-wide-for-ball-bearing/"">8003</a></td>
<td>6″ ALUMINUM ASTRO WHEEL, ONE HALF ONLY, 1-1/2″ WIDE FOR BALL BEARING</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/standard-ball-bearing-with-flange-58-id-x-1-38-od-x-516-thick/"">8204</a></td>
<td>STANDARD BALL BEARING WITH FLANGE, 5/8″ ID X 1-3/8″ OD X 5/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-1-12-zinc-plated/"">8487</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 1-1/2″, ZINC PLATED</td>
<td>5</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>5</td>
</tr>
</tbody>
</table>
",<p>Burnished Aluminum Finish; Split Rim for Easier Tire Mounting</p>,publish,,,,,open,AZ1129,,,,no,no,,$78.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1130-1.jpg ! alt : 6″ ALUMINUM ASTRO WHEEL, 3″ WIDE, WITH 5/8″ STANDARD BALL BEARING ! title : 6″ ALUMINUM ASTRO WHEEL, 3″ WIDE, WITH 5/8″ STANDARD BALL BEARING.jpg ! desc : 6″ ALUMINUM ASTRO WHEEL, 3″ WIDE, WITH 5/8″ STANDARD BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1130.jpg",,,simple,,6 Astro Wheels,"6 Astro Wheels, All, azusa",,,,,,
"6″ ALUMINUM ASTRO WHEEL, ONE HALF ONLY, 1-1/2″ WIDE FOR BALL BEARING",6_aluminum_astro_wheel_one_half_only_1-12_wide_for_ball_bearing,,,,<p>Burnished Aluminum Finish; Split Rim for Easier Tire Mounting</p>,publish,,,,,open,AZ8003,,,,no,no,,$36.50,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/8003-1.jpg ! alt : 6″ ALUMINUM ASTRO WHEEL, ONE HALF ONLY, 1-1/2″ WIDE FOR BALL BEARING ! title : 6″ ALUMINUM ASTRO WHEEL, ONE HALF ONLY, 1-1/2″ WIDE FOR BALL BEARING.jpg ! desc : 6″ ALUMINUM ASTRO WHEEL, ONE HALF ONLY, 1-1/2″ WIDE FOR BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/8003.jpg",,,simple,,6 Astro Wheels,"6 Astro Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 3/4″ SEALED BALL BEARING",6_aluminum_tri-star_wheel_35_wide_with_34_sealed_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-2-wide-for-ball-bearing/"">8014</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 2″ WIDE, FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/ground-sealed-ball-bearing-with-flange-34-id-x-1-38-od-x-716-thick/"">8273</a></td>
<td>GROUND SEALED BALL BEARING WITH FLANGE, 3/4″ ID X 1-3/8″ OD X 7/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-3-zinc-plated/"">8465</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 3″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1133,,,,no,no,,$62.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1197.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 3/4″ SEALED BALL BEARING ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 3/4″ SEALED BALL BEARING.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 3/4″ SEALED BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1197.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 3/4″ STANDARD BALL BEARING",6_aluminum_tri-star_wheel_35_wide_with_34_standard_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-2-wide-for-ball-bearing/"">8014</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 2″ WIDE, FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/standard-ball-bearing-with-flange-34-id-x-1-38-od-x-516-thick/"">8201</a></td>
<td>STANDARD BALL BEARING WITH FLANGE, 3/4″ ID X 1-3/8″ OD X 5/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-3-zinc-plated/"">8465</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 3″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1199,,,,no,no,,$52.50,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1199-1.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 3/4″ STANDARD BALL BEARING ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 3/4″ STANDARD BALL BEARING.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 3/4″ STANDARD BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1199.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 5/8″ PRECISION BALL BEARING",6_aluminum_tri-star_wheel_35_wide_with_58_precision_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-2-wide-for-ball-bearing/"">8014</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 2″ WIDE, FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/precision-sealed-ball-bearing-58-id-x-1-38-od-x-716-thick/"">8206</a></td>
<td>PRECISION SEALED BALL BEARING, 5/8″ ID X 1-3/8″ OD X 7/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-3-zinc-plated/"">8465</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 3″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1197,,,,no,no,,$57.50,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1197.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 5/8″ PRECISION BALL BEARING ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 5/8″ PRECISION BALL BEARING.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 5/8″ PRECISION BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1197.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 5/8″ STANDARD BALL BEARING",6_aluminum_tri-star_wheel_35_wide_with_58_standard_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-2-wide-for-ball-bearing/"">8014</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 2″ WIDE, FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/standard-ball-bearing-with-flange-58-id-x-1-38-od-x-516-thick/"">8204</a></td>
<td>STANDARD BALL BEARING WITH FLANGE, 5/8″ ID X 1-3/8″ OD X 5/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-3-zinc-plated/"">8465</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 3″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1198,,,,no,no,,$56.50,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1199-1.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 5/8″ STANDARD BALL BEARING ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 5/8″ STANDARD BALL BEARING.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH 5/8″ STANDARD BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1199.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH NUTS & BOLTS ONLY",6_aluminum_tri-star_wheel_35_wide_with_nuts__bolts_only,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-2-wide-for-ball-bearing/"">8014</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 2″ WIDE, FOR BALL BEARING</td>
<td>1</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-3-zinc-plated/"">8465</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 3″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1196,,,,no,no,,$54.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1196-1.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH NUTS & BOLTS ONLY ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH NUTS & BOLTS ONLY.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3.5″ WIDE WITH NUTS & BOLTS ONLY ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1196.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4 SEALED BALL BEARING",6_aluminum_tri-star_wheel_3_wide_with_34_sealed_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/ground-sealed-ball-bearing-with-flange-34-id-x-1-38-od-x-716-thick/"">8273</a></td>
<td>GROUND SEALED BALL BEARING WITH FLANGE, 3/4″ ID X 1-3/8″ OD X 7/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-14-zinc-plated/"">8449</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-1/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1132,,,,no,no,,$57.25,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1197.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4 SEALED BALL BEARING ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4 SEALED BALL BEARING.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4 SEALED BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1197.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ STANDARD BALL BEARING",6_aluminum_tri-star_wheel_3_wide_with_34_standard_ball_bearing,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/standard-ball-bearing-with-flange-34-id-x-1-38-od-x-516-thick/"">8201</a></td>
<td>STANDARD BALL BEARING WITH FLANGE, 3/4″ ID X 1-3/8″ OD X 5/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-14-zinc-plated/"">8449</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-1/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1195,,,,no,no,,$48.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1199-1.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ STANDARD BALL BEARING ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ STANDARD BALL BEARING.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 3/4″ STANDARD BALL BEARING ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1199.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ ID PRECISION BALL BEARINGS",6_aluminum_tri-star_wheel_3_wide_with_58_id_precision_ball_bearings,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/precision-sealed-ball-bearing-58-id-x-1-38-od-x-716-thick/"">8206</a></td>
<td>PRECISION SEALED BALL BEARING, 5/8″ ID X 1-3/8″ OD X 7/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-14-zinc-plated/"">8449</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-1/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1193,,,,no,no,,$49.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1197.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ ID PRECISION BALL BEARINGS ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ ID PRECISION BALL BEARINGS.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ ID PRECISION BALL BEARINGS ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1197.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARINGS",6_aluminum_tri-star_wheel_3_wide_with_58_standard_ball_bearings,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/standard-ball-bearing-with-flange-58-id-x-1-38-od-x-516-thick/"">8204</a></td>
<td>STANDARD BALL BEARING WITH FLANGE, 5/8″ ID X 1-3/8″ OD X 5/16″ THICK</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-14-zinc-plated/"">8449</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-1/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1194,,,,no,no,,$48.95,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1199-1.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARINGS ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARINGS.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH 5/8″ STANDARD BALL BEARINGS ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1199.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
"6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH HARDWARE ONLY",6_aluminum_tri-star_wheel_3_wide_with_hardware_only,,,"
<h2>Description</h2>
<table class=""bill_of_materials_table"">
<thead>
<tr>
<th>Part #</th>
<th>Description</th>
<th>Qty</th>
</tr>
</thead>
<tbody>
<tr>
<td><a href=""https://rcfminibikes.com/product/6-aluminum-tri-star-wheel-one-half-only-1-5-wide-for-ball-bearing/"">8001</a></td>
<td>6″ ALUMINUM TRI-STAR WHEEL, ONE HALF ONLY, 1.5″ WIDE FOR BALL BEARING</td>
<td>2</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/bolt-hex-head-516-18-x-2-14-zinc-plated/"">8449</a></td>
<td>BOLT, HEX HEAD, 5/16-18 X 2-1/4″, ZINC PLATED</td>
<td>3</td>
</tr>
<tr>
<td><a href=""https://rcfminibikes.com/product/locknut-516-18-thin-nylon-insert-zinc-plated/"">8510</a></td>
<td>LOCKNUT, 5/16-18 THIN, NYLON INSERT, ZINC PLATED</td>
<td>3</td>
</tr>
</tbody>
</table>
",<p>3.75″ Bolt Circle; Bead Biting Edges Prevent Slipping; Ball-Burnished Finish</p>,publish,,,,,open,AZ1192,,,,no,no,,$46.75,,,,,,,,instock,no,no,taxable,,,,,,0,0,,,,,,,"https://rcfminibikes.com/wp-content/uploads/2022/03/1192-1.jpg ! alt : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH HARDWARE ONLY ! title : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH HARDWARE ONLY.jpg ! desc : 6″ ALUMINUM TRI-STAR WHEEL, 3″ WIDE WITH HARDWARE ONLY ! caption : https://rcfminibikes.com/wp-content/uploads/2022/03/1192.jpg",,,simple,,6 Tri Star Wheels,"6 Tri Star Wheels, All, azusa",,,,,,
